Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_3-251113-04-4_05mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	169.900	0.000
0.150	196.050	0.000
0.300	219.700	0.000
0.450	234.850	0.000
0.600	246.000	0.000
0.750	255.100	0.000
0.900	262.850	0.000
1.050	270.050	0.000
1.200	276.900	0.000
1.350	283.650	0.000
1.500	290.600	0.000
1.650	298.000	0.000
1.800	306.300	0.000
1.950	316.200	0.000
2.100	328.950	0.000
2.250	348.900	0.000
2.400	381.800	0.000
2.550	407.000	0.000
2.700	421.150	0.000
2.850	430.400	0.000
3.000	437.200	0.000
3.150	442.550	0.000
3.300	447.050	0.000
3.450	450.800	0.000
3.600	454.100	0.000
3.750	457.100	0.000
3.900	459.700	0.000
