Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251008-06-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	166.650	0.000
0.150	191.450	0.000
0.300	216.400	0.000
0.450	232.250	0.000
0.600	243.800	0.000
0.750	253.100	0.000
0.900	261.150	0.000
1.050	268.650	0.000
1.200	275.750	0.000
1.350	282.700	0.000
1.500	289.850	0.000
1.650	297.750	0.000
1.800	306.800	0.000
1.950	317.850	0.000
2.100	332.950	0.000
2.250	359.250	0.000
2.400	393.400	0.000
2.550	412.600	0.000
2.700	424.350	0.000
2.850	432.250	0.000
3.000	438.350	0.000
3.150	443.350	0.000
3.300	447.450	0.000
3.450	451.000	0.000
3.600	454.150	0.000
3.750	456.950	0.000
3.900	459.550	0.000
4.050	461.800	0.000
