Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-250917-12.bak'
titrant_amount	measurement	temperature
0.000	165.750	0.000
0.150	190.050	0.000
0.300	214.550	0.000
0.450	230.750	0.000
0.600	242.450	0.000
0.750	251.750	0.000
0.900	259.550	0.000
1.050	266.950	0.000
1.200	273.950	0.000
1.350	280.650	0.000
1.500	287.650	0.000
1.650	295.000	0.000
1.800	303.300	0.000
1.950	313.000	0.000
2.100	325.700	0.000
2.250	345.600	0.000
2.400	379.250	0.000
2.550	405.650	0.000
2.700	420.250	0.000
2.850	429.650	0.000
3.000	436.500	0.000
3.150	442.000	0.000
3.300	446.500	0.000
3.450	450.300	0.000
3.600	453.600	0.000
3.750	456.600	0.000
3.900	459.300	0.000
4.050	461.700	0.000
