Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-250930-02.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.250	0.000
0.150	196.150	0.000
0.300	218.250	0.000
0.450	232.850	0.000
0.600	243.800	0.000
0.750	252.350	0.000
0.900	260.300	0.000
1.050	267.400	0.000
1.200	274.300	0.000
1.350	281.050	0.000
1.500	288.000	0.000
1.650	295.650	0.000
1.800	304.150	0.000
1.950	314.400	0.000
2.100	328.050	0.000
2.250	350.150	0.000
2.400	384.750	0.000
2.550	407.850	0.000
2.700	421.100	0.000
2.850	429.850	0.000
3.000	436.400	0.000
3.150	441.600	0.000
3.300	446.000	0.000
3.450	449.700	0.000
3.600	452.900	0.000
