Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old-251030-02-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	169.200	0.000
0.150	195.550	0.000
0.300	219.100	0.000
0.450	234.450	0.000
0.600	245.600	0.000
0.750	254.700	0.000
0.900	262.550	0.000
1.050	269.750	0.000
1.200	276.700	0.000
1.350	283.550	0.000
1.500	290.600	0.000
1.650	298.150	0.000
1.800	306.850	0.000
1.950	317.100	0.000
2.100	331.100	0.000
2.250	353.800	0.000
2.400	387.800	0.000
2.550	409.700	0.000
2.700	422.450	0.000
2.850	430.950	0.000
3.000	437.400	0.000
3.150	442.600	0.000
3.300	446.850	0.000
3.450	450.550	0.000
3.600	453.700	0.000
3.750	456.550	0.000
3.900	459.200	0.000
4.050	461.600	0.000
