Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_3-251113-01-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.150	0.000
0.150	195.850	0.000
0.300	219.600	0.000
0.450	234.900	0.000
0.600	245.900	0.000
0.750	255.000	0.000
0.900	262.850	0.000
1.050	270.050	0.000
1.200	277.000	0.000
1.350	283.800	0.000
1.500	290.700	0.000
1.650	298.200	0.000
1.800	306.700	0.000
1.950	316.700	0.000
2.100	329.900	0.000
2.250	350.850	0.000
2.400	384.550	0.000
2.550	408.550	0.000
2.700	422.050	0.000
2.850	430.950	0.000
3.000	437.600	0.000
3.150	442.900	0.000
3.300	447.300	0.000
3.450	451.000	0.000
3.600	454.300	0.000
3.750	457.200	0.000
3.900	459.900	0.000
4.050	462.200	0.000
