Based on 'data/vindta/r2co2/Nico/0-0  0  (0)nose-251027-12-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	173.050	0.000
0.150	199.650	0.000
0.300	222.100	0.000
0.450	236.550	0.000
0.600	247.400	0.000
0.750	256.250	0.000
0.900	264.100	0.000
1.050	271.150	0.000
1.200	278.050	0.000
1.350	284.900	0.000
1.500	292.000	0.000
1.650	299.800	0.000
1.800	308.500	0.000
1.950	319.000	0.000
2.100	333.300	0.000
2.250	356.850	0.000
2.400	390.700	0.000
2.550	411.650	0.000
2.700	423.900	0.000
2.850	432.300	0.000
3.000	438.700	0.000
3.150	443.600	0.000
3.300	447.850	0.000
3.450	451.500	0.000
3.600	454.700	0.000
3.750	457.550	0.000
3.900	460.200	0.000
4.050	462.500	0.000
