Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-250917-01.bak'
titrant_amount	measurement	temperature
0.000	166.750	0.000
0.150	191.650	0.000
0.300	218.600	0.000
0.450	234.750	0.000
0.600	246.150	0.000
0.750	255.450	0.000
0.900	263.250	0.000
1.050	270.550	0.000
1.200	277.350	0.000
1.350	284.050	0.000
1.500	291.050	0.000
1.650	298.450	0.000
1.800	306.850	0.000
1.950	316.850	0.000
2.100	329.900	0.000
2.250	350.650	0.000
2.400	385.050	0.000
2.550	410.150	0.000
2.700	424.200	0.000
2.850	433.350	0.000
3.000	440.100	0.000
3.150	445.450	0.000
3.300	449.900	0.000
3.450	453.600	0.000
3.600	456.800	0.000
3.750	459.850	0.000
3.900	462.400	0.000
4.050	464.800	0.000
