Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old-251103-02-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	167.900	0.000
0.150	193.750	0.000
0.300	218.450	0.000
0.450	234.300	0.000
0.600	245.650	0.000
0.750	255.050	0.000
0.900	263.100	0.000
1.050	270.250	0.000
1.200	277.200	0.000
1.350	284.300	0.000
1.500	291.400	0.000
1.650	299.100	0.000
1.800	307.950	0.000
1.950	318.550	0.000
2.100	333.000	0.000
2.250	357.100	0.000
2.400	391.200	0.000
2.550	412.000	0.000
2.700	424.300	0.000
2.850	432.450	0.000
3.000	438.750	0.000
3.150	443.750	0.000
3.300	448.050	0.000
3.450	451.650	0.000
3.600	454.750	0.000
3.750	457.550	0.000
3.900	460.300	0.000
4.050	462.550	0.000
