Based on 'data/vindta/r2co2/Nico/0-0  0  (0)nose-251028-02-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	171.900	0.000
0.150	198.450	0.000
0.300	221.250	0.000
0.450	235.950	0.000
0.600	246.950	0.000
0.750	255.950	0.000
0.900	263.800	0.000
1.050	270.950	0.000
1.200	277.750	0.000
1.350	284.650	0.000
1.500	291.700	0.000
1.650	299.450	0.000
1.800	308.100	0.000
1.950	318.550	0.000
2.100	332.500	0.000
2.250	355.650	0.000
2.400	388.700	0.000
2.550	410.100	0.000
2.700	422.950	0.000
2.850	431.450	0.000
3.000	437.850	0.000
3.150	443.050	0.000
3.300	447.350	0.000
3.450	451.050	0.000
3.600	454.300	0.000
3.750	457.150	0.000
3.900	459.850	0.000
4.050	462.100	0.000
