Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old-251105-05-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	165.800	0.000
0.150	190.650	0.000
0.300	216.450	0.000
0.450	233.200	0.000
0.600	245.100	0.000
0.750	254.650	0.000
0.900	262.900	0.000
1.050	270.150	0.000
1.200	277.250	0.000
1.350	284.250	0.000
1.500	291.300	0.000
1.650	298.950	0.000
1.800	307.750	0.000
1.950	318.000	0.000
2.100	331.850	0.000
2.250	354.450	0.000
2.400	388.550	0.000
2.550	410.750	0.000
2.700	423.600	0.000
2.850	432.200	0.000
3.000	438.600	0.000
3.150	443.800	0.000
3.300	448.100	0.000
3.450	451.800	0.000
3.600	455.000	0.000
3.750	457.900	0.000
3.900	460.550	0.000
4.050	462.850	0.000
