Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-250917-10.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	165.850	0.000
0.150	190.550	0.000
0.300	215.350	0.000
0.450	231.350	0.000
0.600	242.850	0.000
0.750	252.100	0.000
0.900	260.050	0.000
1.050	267.200	0.000
1.200	274.150	0.000
1.350	280.850	0.000
1.500	287.850	0.000
1.650	295.150	0.000
1.800	303.650	0.000
1.950	313.450	0.000
2.100	326.250	0.000
2.250	346.250	0.000
2.400	379.950	0.000
2.550	406.200	0.000
2.700	420.650	0.000
2.850	429.950	0.000
3.000	436.850	0.000
3.150	442.250	0.000
3.300	446.800	0.000
3.450	450.600	0.000
3.600	453.900	0.000
3.750	456.850	0.000
3.900	459.600	0.000
4.050	461.950	0.000
