Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old-251104-01-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	168.250	0.000
0.150	192.050	0.000
0.300	217.250	0.000
0.450	234.150	0.000
0.600	245.350	0.000
0.750	254.800	0.000
0.900	262.950	0.000
1.050	270.250	0.000
1.200	277.300	0.000
1.350	284.100	0.000
1.500	291.200	0.000
1.650	298.800	0.000
1.800	307.450	0.000
1.950	317.600	0.000
2.100	331.200	0.000
2.250	353.150	0.000
2.400	387.050	0.000
2.550	410.000	0.000
2.700	423.150	0.000
2.850	431.800	0.000
3.000	438.350	0.000
3.150	443.450	0.000
3.300	447.850	0.000
3.450	451.500	0.000
3.600	454.700	0.000
3.750	457.650	0.000
3.900	460.300	0.000
4.050	462.650	0.000
