Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251015-11-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	168.750	0.000
0.150	195.450	0.000
0.300	219.550	0.000
0.450	234.850	0.000
0.600	246.000	0.000
0.750	255.200	0.000
0.900	263.100	0.000
1.050	270.150	0.000
1.200	277.350	0.000
1.350	284.150	0.000
1.500	291.350	0.000
1.650	299.100	0.000
1.800	308.050	0.000
1.950	318.950	0.000
2.100	333.950	0.000
2.250	359.850	0.000
2.400	393.550	0.000
2.550	413.000	0.000
2.700	424.650	0.000
2.850	432.600	0.000
3.000	438.800	0.000
3.150	443.700	0.000
3.300	447.900	0.000
3.450	451.450	0.000
3.600	454.600	0.000
3.750	457.400	0.000
3.900	460.000	0.000
4.050	462.300	0.000
