Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251008-07-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	166.350	0.000
0.150	193.050	0.000
0.300	217.350	0.000
0.450	233.050	0.000
0.600	244.350	0.000
0.750	253.750	0.000
0.900	261.750	0.000
1.050	269.150	0.000
1.200	276.200	0.000
1.350	283.200	0.000
1.500	290.400	0.000
1.650	298.300	0.000
1.800	307.500	0.000
1.950	318.650	0.000
2.100	334.250	0.000
2.250	361.600	0.000
2.400	395.100	0.000
2.550	413.650	0.000
2.700	424.900	0.000
2.850	432.750	0.000
3.000	438.700	0.000
3.150	443.700	0.000
3.300	447.750	0.000
3.450	451.250	0.000
3.600	454.350	0.000
3.750	457.150	0.000
3.900	459.700	0.000
4.050	462.000	0.000
