Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_3-251112-03-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	171.500	0.000
0.150	197.850	0.000
0.300	221.200	0.000
0.450	236.050	0.000
0.600	247.150	0.000
0.750	256.200	0.000
0.900	264.000	0.000
1.050	271.150	0.000
1.200	278.000	0.000
1.350	284.750	0.000
1.500	291.650	0.000
1.650	299.000	0.000
1.800	307.400	0.000
1.950	317.200	0.000
2.100	330.000	0.000
2.250	349.850	0.000
2.400	382.650	0.000
2.550	408.050	0.000
2.700	422.250	0.000
2.850	431.450	0.000
3.000	438.200	0.000
3.150	443.600	0.000
3.300	448.100	0.000
3.450	451.850	0.000
3.600	455.150	0.000
3.750	458.100	0.000
3.900	460.800	0.000
4.050	463.150	0.000
