Based on 'data/vindta/r2co2/Nico/0-0  0  (0)nose-251017-01-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	182.450	0.000
0.150	209.300	0.000
0.300	228.950	0.000
0.450	242.050	0.000
0.600	252.200	0.000
0.750	260.800	0.000
0.900	268.250	0.000
1.050	275.250	0.000
1.200	282.050	0.000
1.350	288.900	0.000
1.500	296.100	0.000
1.650	304.000	0.000
1.800	312.950	0.000
1.950	324.050	0.000
2.100	339.700	0.000
2.250	366.200	0.000
2.400	398.750	0.000
2.550	417.200	0.000
2.700	428.450	0.000
2.850	436.250	0.000
3.000	442.300	0.000
3.150	447.200	0.000
3.300	451.300	0.000
3.450	454.800	0.000
3.600	457.900	0.000
3.750	460.750	0.000
3.900	463.300	0.000
4.050	465.550	0.000
