Based on 'data/vindta/r2co2/Nico/0-0  0  (0)nose-251017-04-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	180.700	0.000
0.150	206.600	0.000
0.300	226.800	0.000
0.450	240.100	0.000
0.600	250.400	0.000
0.750	259.000	0.000
0.900	266.600	0.000
1.050	273.600	0.000
1.200	280.350	0.000
1.350	287.250	0.000
1.500	294.350	0.000
1.650	302.200	0.000
1.800	311.100	0.000
1.950	322.000	0.000
2.100	337.150	0.000
2.250	363.050	0.000
2.400	396.150	0.000
2.550	415.200	0.000
2.700	426.750	0.000
2.850	434.700	0.000
3.000	440.750	0.000
3.150	445.700	0.000
3.300	449.900	0.000
3.450	453.400	0.000
3.600	456.600	0.000
3.750	459.450	0.000
3.900	461.900	0.000
4.050	464.200	0.000
