Based on 'data/vindta/r2co2/Nico/0-0  0  (0)nose-251022-15-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	177.150	0.000
0.150	204.100	0.000
0.300	224.700	0.000
0.450	238.250	0.000
0.600	248.650	0.000
0.750	257.200	0.000
0.900	264.850	0.000
1.050	271.700	0.000
1.200	278.550	0.000
1.350	285.350	0.000
1.500	292.350	0.000
1.650	300.050	0.000
1.800	308.700	0.000
1.950	319.200	0.000
2.100	333.350	0.000
2.250	356.950	0.000
2.400	390.650	0.000
2.550	411.600	0.000
2.700	423.900	0.000
2.850	432.200	0.000
3.000	438.500	0.000
3.150	443.600	0.000
3.300	447.800	0.000
3.450	451.450	0.000
3.600	454.600	0.000
3.750	457.400	0.000
3.900	460.100	0.000
4.050	462.400	0.000
