Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251014-01-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	167.350	0.000
0.150	193.650	0.000
0.300	217.800	0.000
0.450	233.450	0.000
0.600	244.850	0.000
0.750	254.100	0.000
0.900	262.100	0.000
1.050	269.500	0.000
1.200	276.600	0.000
1.350	283.500	0.000
1.500	290.700	0.000
1.650	298.650	0.000
1.800	307.850	0.000
1.950	319.050	0.000
2.100	334.650	0.000
2.250	361.950	0.000
2.400	395.400	0.000
2.550	413.800	0.000
2.700	425.200	0.000
2.850	433.050	0.000
3.000	439.000	0.000
3.150	443.850	0.000
3.300	448.000	0.000
3.450	451.500	0.000
3.600	454.600	0.000
3.750	457.400	0.000
3.900	460.000	0.000
4.050	462.250	0.000
