Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-250917-09.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	165.850	0.000
0.150	189.750	0.000
0.300	214.800	0.000
0.450	231.050	0.000
0.600	242.550	0.000
0.750	251.850	0.000
0.900	259.900	0.000
1.050	267.150	0.000
1.200	274.150	0.000
1.350	280.850	0.000
1.500	287.850	0.000
1.650	295.250	0.000
1.800	303.550	0.000
1.950	313.250	0.000
2.100	325.950	0.000
2.250	345.750	0.000
2.400	379.250	0.000
2.550	405.850	0.000
2.700	420.400	0.000
2.850	429.850	0.000
3.000	436.800	0.000
3.150	442.400	0.000
3.300	446.800	0.000
3.450	450.650	0.000
3.600	453.950	0.000
3.750	456.900	0.000
3.900	459.650	0.000
4.050	462.000	0.000
