Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_3-251113-08-3_75mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.100	0.000
0.150	196.500	0.000
0.300	220.000	0.000
0.450	235.050	0.000
0.600	246.200	0.000
0.750	255.300	0.000
0.900	263.050	0.000
1.050	270.250	0.000
1.200	277.100	0.000
1.350	283.850	0.000
1.500	290.800	0.000
1.650	298.200	0.000
1.800	306.550	0.000
1.950	316.400	0.000
2.100	329.200	0.000
2.250	352.500	0.000
2.400	385.900	0.000
2.550	409.100	0.000
2.700	422.300	0.000
2.850	431.100	0.000
3.000	437.700	0.000
3.150	442.950	0.000
3.300	447.300	0.000
3.450	451.000	0.000
3.600	454.200	0.000
