Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251003-04-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	171.350	0.000
0.150	197.150	0.000
0.300	219.700	0.000
0.450	234.250	0.000
0.600	245.050	0.000
0.750	253.950	0.000
0.900	261.900	0.000
1.050	268.950	0.000
1.200	275.750	0.000
1.350	282.750	0.000
1.500	289.750	0.000
1.650	297.250	0.000
1.800	306.100	0.000
1.950	316.450	0.000
2.100	330.700	0.000
2.250	354.100	0.000
2.400	388.650	0.000
2.550	410.250	0.000
2.700	422.800	0.000
2.850	431.250	0.000
3.000	437.600	0.000
3.150	442.700	0.000
3.300	446.950	0.000
3.450	450.600	0.000
3.600	453.750	0.000
3.750	456.600	0.000
3.900	459.300	0.000
4.050	461.500	0.000
