Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-250930-09-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	164.950	0.000
0.150	189.600	0.000
0.300	214.250	0.000
0.450	230.250	0.000
0.600	242.000	0.000
0.750	251.350	0.000
0.900	259.450	0.000
1.050	266.800	0.000
1.200	273.650	0.000
1.350	280.650	0.000
1.500	287.600	0.000
1.650	295.250	0.000
1.800	303.900	0.000
1.950	313.950	0.000
2.100	327.450	0.000
2.250	349.350	0.000
2.400	383.850	0.000
2.550	407.650	0.000
2.700	421.000	0.000
2.850	429.750	0.000
3.000	436.400	0.000
3.150	441.600	0.000
3.300	445.950	0.000
3.450	449.700	0.000
3.600	453.000	0.000
3.750	455.900	0.000
3.900	458.450	0.000
4.050	460.900	0.000
