Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_2-251110-10-3_9mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	171.200	0.000
0.150	197.050	0.000
0.300	221.100	0.000
0.450	236.500	0.000
0.600	247.650	0.000
0.750	256.850	0.000
0.900	264.750	0.000
1.050	272.100	0.000
1.200	279.000	0.000
1.350	285.900	0.000
1.500	292.950	0.000
1.650	300.600	0.000
1.800	309.200	0.000
1.950	319.550	0.000
2.100	333.450	0.000
2.250	356.200	0.000
2.400	390.150	0.000
2.550	412.150	0.000
2.700	424.900	0.000
2.850	433.450	0.000
3.000	439.850	0.000
3.150	445.000	0.000
3.300	449.350	0.000
3.450	453.000	0.000
3.600	456.150	0.000
3.750	459.200	0.000
