Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_3-251112-16-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.400	0.000
0.150	196.850	0.000
0.300	220.050	0.000
0.450	235.050	0.000
0.600	246.050	0.000
0.750	255.100	0.000
0.900	262.900	0.000
1.050	270.000	0.000
1.200	276.850	0.000
1.350	283.600	0.000
1.500	290.500	0.000
1.650	297.900	0.000
1.800	306.300	0.000
1.950	316.050	0.000
2.100	328.900	0.000
2.250	348.850	0.000
2.400	381.700	0.000
2.550	406.900	0.000
2.700	421.100	0.000
2.850	430.200	0.000
3.000	437.000	0.000
3.150	442.400	0.000
3.300	446.850	0.000
3.450	450.700	0.000
3.600	453.900	0.000
3.750	456.900	0.000
3.900	459.600	0.000
4.050	462.000	0.000
