Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_3-251113-13-3_0mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.050	0.000
0.150	196.350	0.000
0.300	219.950	0.000
0.450	235.050	0.000
0.600	246.250	0.000
0.750	255.300	0.000
0.900	263.050	0.000
1.050	270.250	0.000
1.200	277.100	0.000
1.350	283.950	0.000
1.500	290.850	0.000
1.650	298.250	0.000
1.800	306.600	0.000
1.950	316.450	0.000
2.100	329.300	0.000
2.250	349.350	0.000
2.400	382.150	0.000
2.550	407.350	0.000
2.700	421.400	0.000
2.850	430.600	0.000
