Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk_old_2-251111-03-4_05mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	170.900	0.000
0.150	196.650	0.000
0.300	221.000	0.000
0.450	236.450	0.000
0.600	248.000	0.000
0.750	257.100	0.000
0.900	265.100	0.000
1.050	272.350	0.000
1.200	279.350	0.000
1.350	286.200	0.000
1.500	293.350	0.000
1.650	301.000	0.000
1.800	309.700	0.000
1.950	320.050	0.000
2.100	334.000	0.000
2.250	356.850	0.000
2.400	390.950	0.000
2.550	412.750	0.000
2.700	425.400	0.000
2.850	433.900	0.000
3.000	440.300	0.000
3.150	445.500	0.000
3.300	449.700	0.000
3.450	453.400	0.000
3.600	456.600	0.000
3.750	459.550	0.000
3.900	462.100	0.000
