Based on 'data/vindta/r2co2/Nico/0-0  0  (0)junk-251003-03-4_2mL-0_15incrmL.bak with acid increment 0.15 mL'
titrant_amount	measurement	temperature
0.000	171.400	0.000
0.150	199.600	0.000
0.300	222.150	0.000
0.450	236.800	0.000
0.600	247.700	0.000
0.750	256.450	0.000
0.900	264.750	0.000
1.050	272.200	0.000
1.200	279.350	0.000
1.350	286.800	0.000
1.500	294.600	0.000
1.650	303.450	0.000
1.800	313.900	0.000
1.950	327.950	0.000
2.100	350.700	0.000
2.250	387.350	0.000
2.400	410.500	0.000
2.550	423.500	0.000
2.700	432.250	0.000
2.850	438.750	0.000
3.000	443.900	0.000
3.150	448.250	0.000
3.300	451.950	0.000
3.450	455.100	0.000
3.600	457.950	0.000
3.750	460.650	0.000
3.900	463.000	0.000
4.050	465.150	0.000
