Time, Cnts,  %T, set_Cell[mA], Cell[°C], Cell[Volt], Cell[mA], Cell[W], Cell[uAs], Cell_ON, Env[°C], TEC[°C], N2Flow[slpm]
2025-10-01 10:11:54,        0,  29.7,   2.2,  29.6,  0.204, -0.003,  0.000,     -2.9,  1,  21.8,   1.1, 0.100
2025-10-01 10:11:54,        0,  29.7,   2.2,  29.6,  0.203, -0.003,  0.000,     -5.4,  1,  21.8,   1.1, 0.100
2025-10-01 10:11:55,        0,  29.8,   2.4,  29.6,  0.203, -0.003,  0.000,     -8.3,  1,  21.9,   1.1, 0.100
2025-10-01 10:11:56,        0,  29.7,   2.2,  29.6,  0.203, -0.003,  0.000,    -11.2,  1,  21.9,   1.1, 0.100
2025-10-01 10:11:58,        0,  29.8,   2.4,  29.6,  0.202, -0.003,  0.000,    -14.6,  1,  21.9,   1.1, 0.100
2025-10-01 10:11:59,        0,  29.8,   2.4,  29.6,  0.202, -0.003,  0.000,    -17.5,  1,  21.8,   1.1, 0.100
2025-10-01 10:11:59,        0,  29.8,   2.4,  29.6,  0.200, -0.003,  0.000,    -20.3,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:00,        0,  29.7,   2.2,  29.6,  0.200, -0.003,  0.000,    -22.9,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:02,        0,  29.7,   2.2,  29.6,  0.200, -0.003,  0.000,    -26.3,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:03,        0,  29.8,   2.4,  29.6,  0.199, -0.003,  0.000,    -28.9,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:03,        0,  29.7,   2.2,  29.6,  0.199, -0.003,  0.000,    -31.5,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:04,        0,  29.8,   2.4,  29.6,  0.198, -0.003,  0.000,    -34.0,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:06,        0,  29.8,   2.4,  29.6,  0.197, -0.003,  0.000,    -36.9,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:07,        0,  29.9,   2.6,  29.6,  0.197, -0.003,  0.000,    -39.5,  1,  21.9,   1.1, 0.100
2025-10-01 10:12:07,        0,  30.1,   3.3,  29.7,  3.196,  2.904,  0.014,   1710.3,  1,  21.8,   1.0, 0.100
2025-10-01 10:12:08,        0,  30.3,   3.8,  29.6,  5.232,  4.889,  0.026,   6431.9,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:10,        0,  30.6,   4.7,  29.6,  5.990,  5.864,  0.035,  13306.0,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:11,        0,  32.1,   9.4,  29.6,  5.623,  5.390,  0.031,  19090.5,  1,  21.9,   1.1, 0.100
2025-10-01 10:12:11,        0,  31.2,   6.6,  29.6,  9.280, 10.135,  0.094,  29512.3,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:12,        0,  33.3,  12.9,  29.6, 10.862, 12.203,  0.133,  40020.6,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:14,        0,  34.4,  16.2,  29.6, 11.651, 13.208,  0.154,  56618.2,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:15,        0,  34.7,  17.1,  29.6, 14.766, 17.295,  0.258,  74229.5,  1,  21.9,   1.2, 0.100
2025-10-01 10:12:15,        0,  36.8,  23.3,  29.6, 19.190, 23.106,  0.445,  96257.4,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:16,        0,  38.2,  27.5,  29.6, 22.082, 26.902,  0.596, 121998.3,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:18,        0,  37.6,  25.8,  29.6, 23.809, 29.214,  0.696, 155392.2,  1,  21.9,   1.2, 0.084
2025-10-01 10:12:19,        0,  39.8,  32.4,  29.6, 25.840, 31.886,  0.832, 185329.1,  1,  21.8,   1.1, 0.085
2025-10-01 10:12:19,        0,  39.3,  30.9,  29.6, 20.896, 25.338,  0.533, 213828.9,  1,  21.8,   1.1, 0.095
2025-10-01 10:12:20,        0,  39.0,  30.0,  29.5, 31.272, 39.091,  1.225, 248214.9,  1,  21.8,   1.1, 0.099
2165-165-165 45:165:85,        0,  42.9,  41.7,  29.5, 36.574, 46.189,  1.694, 287216.4,  1,  21.8,   1.1, 0.099
2025-10-01 10:12:23,        0,  42.4,  40.3,  29.6, 36.256, 45.831,  1.662, 339972.5,  1,  21.8,   1.2, 0.100
2025-10-01 10:12:23,        0,  39.9,  32.6,  29.6, 34.039, 42.939,  1.482, 380722.9,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:24,        0,  40.7,  35.2,  29.6, 29.893, 37.418,  1.122, 416977.8,  1,  21.8,   1.2, 0.100
2025-10-01 10:12:25,        0,  44.8,  47.4,  29.6, 36.129, 45.737,  1.698, 463562.2,  1,  21.8,   1.2, 0.100
2025-10-01 10:12:27,        0,  45.9,  50.6,  29.5, 40.204, 51.408,  2.074, 525074.7,  1,  21.8,   1.2, 0.100
2025-10-01 10:12:27,        0,  45.6,  49.7,  29.6, 37.367, 47.653,  1.796, 571550.0,  1,  21.8,   1.2, 0.100
2025-10-01 10:12:28,        0,  46.3,  52.0,  29.5, 43.398, 55.819,  2.424, 622803.0,  1,  21.8,   1.2, 0.100
2025-10-01 10:12:30,        0,  46.5,  52.5,  29.6, 44.504, 57.428,  2.567, 683603.4,  1,  21.8,   1.2, 0.100
2025-10-01 10:12:31,        0,  50.2,  63.5,  29.6, 45.851, 59.369,  2.724, 739028.0,  1,  21.8,   1.2, 0.100
2025-10-01 10:12:31,        0,  45.2,  48.7,  29.6, 43.957, 57.047,  2.515, 793696.5,  1,  21.8,   1.2, 0.100
2025-10-01 10:12:32,        0,  46.0,  50.9,  29.6, 41.918, 54.271,  2.280, 845757.6,  1,  21.8,   1.2, 0.100
2025-10-01 10:12:34,        0,  49.7,  62.1,  29.7, 48.015, 62.685,  3.043, 919136.0,  1,  21.8,   1.2, 0.112
2025-10-01 10:12:35,        0,  45.7,  50.2,  29.6, 50.796, 66.662,  3.391, 981248.2,  1,  21.8,   1.2, 0.112
2025-10-01 10:12:35,        0,  51.9,  68.7,  29.6, 55.772, 73.601,  4.106,1045309.7,  1,  21.8,   1.1, 0.108
2025-10-01 10:12:36,        0,  48.5,  58.6,  29.6, 54.983, 72.826,  4.008,1114104.1,  1,  21.8,   1.1, 0.103
2025-10-01 10:12:38,        0,  43.0,  42.0,  29.6, 40.459, 52.853,  2.142,1179511.5,  1,  21.8,   1.1, 0.101
2025-10-01 10:12:39,        0,  39.6,  31.7,  29.6, 42.132, 55.126,  2.328,1223464.7,  1,  21.8,   1.1, 0.101
2025-10-01 10:12:39,        0,  42.9,  41.7,  29.6, 25.266, 31.894,  0.811,1253933.4,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:40,        0,  40.4,  34.3,  29.7, 37.283, 48.201,  1.800,1297677.0,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:42,        0,  41.9,  38.7,  29.7, 36.309, 46.820,  1.704,1348059.4,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:42,        0,  45.8,  50.4,  29.7, 35.815, 46.111,  1.654,1391366.5,  1,  21.7,   1.1, 0.100
2025-10-01 10:12:43,        0,  43.5,  43.6,  29.7, 36.702, 47.335,  1.740,1438361.1,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:44,        0,  43.9,  44.6,  29.7, 37.530, 48.436,  1.818,1486495.7,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:46,        0,  44.1,  45.3,  29.7, 35.566, 45.759,  1.648,1544323.3,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:46,        0,  41.3,  36.8,  29.7, 40.018, 51.771,  2.073,1593517.5,  1,  21.8,   1.0, 0.100
2025-10-01 10:12:47,        0,  39.6,  31.7,  29.7, 31.375, 39.995,  1.276,1632331.8,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:48,        0,  42.3,  39.8,  29.7, 35.585, 45.592,  1.681,1673484.8,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:50,        0,  41.6,  37.8,  29.7, 41.763, 54.001,  2.255,1732034.5,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:50,        0,  46.0,  51.1,  29.7, 42.262, 54.637,  2.318,1779712.7,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:51,        0,  48.2,  57.7,  29.7, 42.702, 55.376,  2.371,1835595.7,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:52,        0,  40.7,  35.2,  29.7, 35.915, 46.110,  1.662,1884236.3,  1,  21.8,   1.0, 0.100
2025-10-01 10:12:54,        0,  43.2,  42.7,  29.7, 31.189, 39.633,  1.239,1935327.0,  1,  21.7,   1.1, 0.100
2025-10-01 10:12:55,        0,  43.3,  42.9,  29.7, 38.466, 49.502,  1.907,1981463.9,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:55,        0,  38.3,  27.9,  29.7, 33.412, 42.612,  1.434,2021482.2,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:56,        0,  40.2,  33.6,  29.7, 36.499, 46.738,  1.708,2061829.8,  1,  21.8,   1.0, 0.100
2025-10-01 10:12:58,        0,  43.5,  43.6,  29.7, 37.430, 47.962,  1.807,2114023.3,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:59,        0,  42.4,  40.1,  29.7, 34.296, 43.705,  1.515,2156980.9,  1,  21.8,   1.1, 0.100
2025-10-01 10:12:59,        0,  42.6,  40.8,  29.7, 29.506, 37.196,  1.102,2195609.6,  1,  21.8,   1.1, 0.100
2025-10-01 10:13:00,        0,  43.6,  43.8,  29.7, 36.718, 46.933,  1.725,2238894.1,  1,  21.7,   1.1, 0.100
2025-10-01 10:13:02,        0,  45.0,  48.0,  29.7, 35.777, 45.609,  1.665,2294004.5,  1,  21.8,   1.1, 0.100
2025-10-01 10:13:03,        0,  42.5,  40.6,  29.7, 43.010, 55.390,  2.383,2343173.0,  1,  21.7,   1.1, 0.100
2025-10-01 10:13:03,        0,  40.4,  34.2,  29.7, 42.589, 54.815,  2.341,2391627.1,  1,  21.8,   1.1, 0.100
