Time, Cnts,  %T, set_Cell[mA], Cell[°C], Cell[Volt], Cell[mA], Cell[W], Cell[uAs], Cell_ON, Env[°C], TEC[°C], N2Flow[slpm]
2025-09-18 09:35:34,        0,  29.7,   2.2,  30.4,  0.577, -0.009,  0.000,     -3.4,  1,  21.7,   1.2, 0.100
2025-09-18 09:35:35,        0,  29.8,   2.3,  30.4,  0.577, -0.009,  0.000,    -12.0,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:36,        0,  29.7,   2.2,  30.4,  0.576, -0.009,  0.000,    -20.9,  1,  21.7,   1.3, 0.100
2025-09-18 09:35:37,        0,  29.8,   2.3,  30.4,  0.577, -0.009,  0.000,    -31.5,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:38,        0,  29.8,   2.4,  30.5,  0.575, -0.009,  0.000,    -40.1,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:39,        0,  29.8,   2.4,  30.4,  0.575, -0.009,  0.000,    -48.4,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:40,        0,  29.8,   2.4,  30.4,  0.576, -0.009,  0.000,    -56.9,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:41,        0,  29.7,   2.2,  30.5,  0.575, -0.009,  0.000,    -67.2,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:42,        0,  29.8,   2.3,  30.5,  0.575, -0.009,  0.000,    -75.5,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:43,        0,  29.8,   2.4,  30.4,  0.575, -0.009,  0.000,    -84.1,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:44,        0,  29.8,   2.4,  30.4,  0.575, -0.009,  0.000,    -92.7,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:45,        0,  29.8,   2.3,  30.5,  0.574, -0.009,  0.000,   -103.3,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:46,        0,  29.8,   2.4,  30.5,  0.575, -0.009,  0.000,   -112.2,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:47,        0,  29.8,   2.4,  30.4,  0.574, -0.009,  0.000,   -120.4,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:48,        0,  29.8,   2.4,  30.5,  0.574, -0.009,  0.000,   -129.0,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:49,        0,  29.9,   2.6,  30.4,  0.573, -0.009,  0.000,   -139.9,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:50,        0,  30.0,   2.9,  30.5,  0.573, -0.009,  0.000,    803.9,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:51,        0,  30.6,   4.7,  30.5,  5.409,  5.002,  0.027,   5299.2,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:52,        0,  29.9,   2.6,  30.4,  5.528,  5.144,  0.029,  10433.9,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:53,        0,  30.0,   2.9,  30.5,  6.017,  5.728,  0.035,  15302.5,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:54,        0,  30.6,   4.9,  30.4,  6.959,  6.855,  0.048,  22762.0,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:55,        0,  31.3,   7.0,  30.5,  8.570,  8.799,  0.076,  30972.6,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:56,        0,  31.7,   8.1,  30.4, 10.605, 11.263,  0.120,  40612.8,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:57,        0,  32.3,   9.9,  30.4, 10.706, 11.383,  0.123,  51337.1,  1,  21.8,   1.3, 0.100
2025-09-18 09:35:58,        0,  33.9,  14.7,  30.4, 14.503, 15.998,  0.234,  66775.7,  1,  21.7,   1.3, 0.100
2025-09-18 09:35:59,        0,  33.5,  13.6,  30.4, 17.158, 19.235,  0.331,  84538.1,  1,  21.8,   1.3, 0.076
2025-09-18 09:36:00,        0,  34.2,  15.7,  30.4, 14.704, 16.231,  0.239, 101341.4,  1,  21.8,   1.3, 0.088
2025-09-18 09:36:01,        0,  36.9,  23.8,  30.3, 18.891, 21.357,  0.416, 121412.1,  1,  21.7,   1.2, 0.095
2025-09-18 09:36:02,        0,  36.9,  23.6,  30.3, 25.238, 29.177,  0.737, 153298.5,  1,  21.7,   1.2, 0.099
2025-09-18 09:36:03,        0,  39.3,  30.9,  30.4, 25.976, 30.111,  0.782, 181082.7,  1,  21.8,   1.2, 0.099
2025-09-18 09:36:04,        0,  39.1,  30.4,  30.4, 26.608, 30.933,  0.824, 211387.6,  1,  21.7,   1.2, 0.100
2025-09-18 09:36:05,        0,  39.3,  31.0,  30.3, 29.705, 34.797,  1.034, 243934.8,  1,  21.7,   1.2, 0.100
2025-09-18 09:36:06,        0,  42.4,  40.1,  30.4, 34.784, 41.216,  1.434, 288020.1,  1,  21.7,   1.1, 0.100
2025-09-18 09:36:07,        0,  35.5,  19.5,  30.3, 37.865, 45.139,  1.712, 326733.7,  1,  21.7,   1.2, 0.100
2025-09-18 09:36:08,        0,  38.9,  29.6,  30.4, 34.503, 40.991,  1.420, 359435.2,  1,  21.8,   1.2, 0.100
2025-09-18 09:36:09,        0,  39.5,  31.4,  30.4, 33.628, 39.930,  1.345, 395414.0,  1,  21.7,   1.2, 0.100
2025-09-18 09:36:10,        0,  41.0,  35.9,  30.4, 32.933, 39.084,  1.301, 437092.2,  1,  21.7,   1.2, 0.100
2025-09-18 09:36:11,        0,  40.8,  35.4,  30.4, 34.826, 41.468,  1.445, 476384.1,  1,  21.8,   1.2, 0.100
2025-09-18 09:36:12,        0,  40.1,  33.3,  30.4, 35.053, 41.802,  1.468, 517200.6,  1,  21.7,   1.2, 0.100
2025-09-18 09:36:13,        0,  45.6,  49.9,  30.4, 37.176, 44.593,  1.659, 558556.1,  1,  21.8,   1.2, 0.100
2025-09-18 09:36:14,        0,  38.9,  29.6,  30.5, 36.186, 43.515,  1.578, 614054.8,  1,  21.9,   1.3, 0.104
2025-09-18 09:36:15,        0,  41.7,  38.0,  30.4, 38.939, 47.039,  1.832, 655760.2,  1,  21.7,   1.2, 0.112
2025-09-18 09:36:16,        0,  41.7,  38.0,  30.4, 40.530, 49.154,  2.001, 697182.4,  1,  21.7,   1.2, 0.111
2025-09-18 09:36:17,        0,  41.8,  38.3,  30.4, 35.119, 42.284,  1.494, 737998.0,  1,  21.7,   1.2, 0.105
2025-09-18 09:36:18,        0,  39.3,  31.0,  30.4, 31.166, 37.243,  1.180, 784064.8,  1,  21.7,   1.2, 0.102
2025-09-18 09:36:19,        0,  38.7,  29.1,  30.4, 27.369, 32.368,  0.887, 816786.9,  1,  21.7,   1.2, 0.101
2025-09-18 09:36:20,        0,  34.3,  15.8,  30.4, 24.453, 28.644,  0.705, 846108.1,  1,  21.7,   1.2, 0.100
