Time, Cnts,  %T, set_Cell[mA], Cell[°C], Cell[Volt], Cell[mA], Cell[W], Cell[uAs], Cell_ON, Env[°C], TEC[°C], N2Flow[slpm]
2025-10-27 09:14:26,        0,  29.7,   2.0,  24.5,  0.138, -0.002,  0.000,     -1.4,  1,  20.9,   1.0, 0.100
2025-10-27 09:14:27,        0,  29.7,   2.2,  24.5,  0.138, -0.002,  0.000,     -3.1,  1,  20.9,   1.1, 0.100
2025-10-27 09:14:28,        0,  29.7,   2.2,  24.5,  0.137, -0.002,  0.000,     -5.4,  1,  21.0,   1.1, 0.100
2025-10-27 09:14:29,        0,  29.7,   2.2,  24.5,  0.137, -0.002,  0.000,     -7.2,  1,  21.0,   1.1, 0.100
2025-10-27 09:14:30,        0,  29.7,   2.1,  24.5,  0.137, -0.003,  0.000,     -9.2,  1,  20.9,   1.0, 0.099
2025-10-27 09:14:31,        0,  29.7,   2.2,  24.5,  0.136, -0.002,  0.000,    -10.9,  1,  20.9,   1.1, 0.099
2025-10-27 09:14:32,        0,  29.7,   2.2,  24.5,  0.137, -0.002,  0.000,    -12.6,  1,  20.9,   1.0, 0.099
2025-10-27 09:14:33,        0,  29.7,   2.2,  24.5,  0.136, -0.001,  0.000,    -14.3,  1,  21.0,   1.0, 0.100
2025-10-27 09:14:34,        0,  29.7,   2.2,  24.5,  0.136, -0.002,  0.000,    -16.3,  1,  20.9,   1.0, 0.099
2025-10-27 09:14:35,        0,  29.7,   2.1,  24.5,  0.136, -0.002,  0.000,    -18.0,  1,  20.9,   1.0, 0.100
2025-10-27 09:14:36,        0,  29.7,   2.1,  24.5,  0.136, -0.002,  0.000,    -19.7,  1,  21.0,   1.0, 0.100
2025-10-27 09:14:37,        0,  29.7,   2.2,  24.5,  0.136, -0.002,  0.000,    -21.7,  1,  20.9,   1.0, 0.100
2025-10-27 09:14:38,        0,  29.7,   2.1,  24.5,  0.136, -0.002,  0.000,    -23.5,  1,  20.9,   1.0, 0.100
2025-10-27 09:14:39,        0,  29.7,   2.2,  24.5,  0.136, -0.002,  0.000,    -25.2,  1,  20.9,   1.0, 0.100
2025-10-27 09:14:40,        0,  29.8,   2.4,  24.5,  0.136, -0.002,  0.000,    -27.2,  1,  20.9,   1.0, 0.100
2025-10-27 09:14:41,        0,  30.0,   2.9,  24.5,  3.898,  3.170,  0.017,   2442.7,  1,  20.9,   1.0, 0.100
2025-10-27 09:14:42,        0,  30.2,   3.7,  24.5,  6.046,  4.951,  0.030,   6980.6,  1,  20.9,   1.0, 0.100
2025-10-27 09:14:43,        0,  30.3,   3.9,  24.5,  6.603,  5.576,  0.037,  12115.9,  1,  20.9,   1.0, 0.100
2025-10-27 09:14:44,        0,  30.6,   4.7,  24.5,  5.988,  4.896,  0.030,  17169.0,  1,  21.0,   1.0, 0.100
2025-10-27 09:14:45,        0,  31.4,   7.2,  24.5,  9.131,  8.403,  0.077,  26080.8,  1,  20.9,   1.0, 0.100
2025-10-27 09:14:46,        0,  32.9,  11.6,  24.5, 11.626, 11.209,  0.131,  36476.0,  1,  20.9,   1.0, 0.100
2025-10-27 09:14:47,        0,  34.8,  17.5,  24.5, 12.871, 12.611,  0.164,  49617.9,  1,  20.9,   1.0, 0.100
2025-10-27 09:14:48,        0,  32.2,   9.5,  24.5, 16.609, 16.842,  0.281,  66614.3,  1,  20.9,   1.0, 0.100
2025-10-27 09:14:49,        0,  35.4,  19.1,  24.5, 18.308, 18.769,  0.345,  85991.5,  1,  20.9,   1.0, 0.101
2025-10-27 09:14:50,        0,  36.2,  21.6,  24.5, 23.010, 24.124,  0.555, 108320.0,  1,  20.9,   1.0, 0.101
2025-10-27 09:14:51,        0,  36.4,  22.2,  24.5, 23.282, 24.443,  0.569, 132376.7,  1,  20.9,   1.0, 0.079
2025-10-27 09:14:52,        0,  37.8,  26.5,  24.5, 27.051, 28.777,  0.780, 157617.5,  1,  20.9,   1.0, 0.092
2025-10-27 09:14:53,        0,  38.3,  28.0,  24.5, 28.630, 30.618,  0.877, 193007.2,  1,  20.9,   1.0, 0.098
2025-10-27 09:14:54,        0,  39.7,  32.0,  24.5, 33.708, 36.516,  1.238, 224934.8,  1,  20.9,   1.0, 0.099
2025-10-27 09:14:55,        0,  39.4,  31.3,  24.5, 33.444, 36.285,  1.216, 259670.5,  1,  20.9,   1.0, 0.099
2025-10-27 09:14:56,        0,  39.2,  30.5,  24.5, 36.609, 40.010,  1.467, 296921.8,  1,  20.9,   1.0, 0.099
2025-10-27 09:14:57,        0,  41.3,  36.8,  24.5, 36.876, 40.405,  1.495, 339478.7,  1,  20.9,   1.0, 0.100
