Time, Cnts,  %T, set_Cell[mA], Cell[°C], Cell[Volt], Cell[mA], Cell[W], Cell[uAs], Cell_ON, Env[°C], TEC[°C], N2Flow[slpm]
2025-10-09 09:14:06,        0,  29.8,   2.3,  25.9,  0.140, -0.002,  0.000,     -2.0,  1,  21.3,   1.0, 0.100
2025-10-09 09:14:07,        0,  29.8,   2.4,  25.9,  0.140, -0.002,  0.000,     -4.3,  1,  21.2,   1.0, 0.100
2025-10-09 09:14:08,        0,  29.9,   2.6,  25.9,  0.140, -0.002,  0.000,     -6.0,  1,  21.3,   1.0, 0.100
2025-10-09 09:14:09,        0,  29.8,   2.4,  25.9,  0.140, -0.002,  0.000,     -7.7,  1,  21.3,   1.0, 0.100
2025-10-09 09:14:10,        0,  29.8,   2.4,  25.9,  0.140, -0.002,  0.000,    -10.0,  1,  21.3,   1.0, 0.099
2025-10-09 09:14:11,        0,  29.9,   2.6,  25.9,  0.140, -0.002,  0.000,    -12.0,  1,  21.3,   1.0, 0.099
2025-10-09 09:14:12,        0,  29.9,   2.6,  25.9,  0.140, -0.002,  0.000,    -14.0,  1,  21.3,   1.0, 0.099
2025-10-09 09:14:13,        0,  29.8,   2.4,  25.9,  0.140, -0.002,  0.000,    -16.0,  1,  21.3,   1.0, 0.099
2025-10-09 09:14:14,        0,  29.9,   2.6,  25.9,  0.140, -0.002,  0.000,    -18.3,  1,  21.3,   1.0, 0.099
2025-10-09 09:14:15,        0,  29.8,   2.4,  25.9,  0.140, -0.002,  0.000,    -20.3,  1,  21.3,   1.0, 0.100
2025-10-09 09:14:16,        0,  29.8,   2.4,  25.9,  0.140, -0.002,  0.000,    -22.3,  1,  21.3,   1.0, 0.100
2025-10-09 09:14:17,        0,  29.8,   2.4,  25.9,  0.140, -0.001,  0.000,    -24.3,  1,  21.3,   1.0, 0.100
2025-10-09 09:14:18,        0,  29.8,   2.4,  25.9,  0.140, -0.002,  0.000,    -26.6,  1,  21.3,   1.0, 0.100
2025-10-09 09:14:19,        0,  29.9,   2.6,  25.9,  0.141, -0.003,  0.000,    -28.6,  1,  21.3,   1.0, 0.100
2025-10-09 09:14:20,        0,  29.9,   2.6,  25.9,  0.140, -0.002,  0.000,    -30.6,  1,  21.3,   1.0, 0.100
2025-10-09 09:14:21,        0,  29.9,   2.8,  25.9,  5.471,  4.338,  0.024,   1940.6,  1,  21.3,   1.0, 0.100
2025-10-09 09:14:22,        0,  30.3,   4.0,  25.9,  5.755,  4.554,  0.026,   7200.9,  1,  21.3,   1.0, 0.100
2025-10-09 09:14:23,        0,  29.7,   2.1,  25.9,  5.786,  4.597,  0.028,  11672.4,  1,  21.3,   1.0, 0.100
2025-10-09 09:14:24,        0,  29.7,   2.1,  25.9,  5.901,  4.713,  0.028,  14340.9,  1,  21.3,   1.0, 0.100
2025-10-09 09:14:25,        0,  30.0,   3.1,  25.9,  6.197,  5.060,  0.034,  18306.5,  1,  21.3,   1.0, 0.100
2025-10-09 09:14:26,        0,  31.2,   6.7,  25.9,  9.908,  9.107,  0.090,  26735.1,  1,  21.3,   1.0, 0.100
2025-10-09 09:14:27,        0,  31.8,   8.4,  25.9,  8.906,  7.998,  0.071,  34607.5,  1,  21.3,   1.0, 0.100
2025-10-09 09:14:28,        0,  32.3,   9.8,  25.9,  9.403,  8.542,  0.080,  43497.3,  1,  21.3,   1.0, 0.101
2025-10-09 09:14:29,        0,  31.3,   6.9,  25.9, 13.711, 13.296,  0.183,  55929.6,  1,  21.2,   1.0, 0.102
2025-10-09 09:14:30,        0,  33.2,  12.5,  25.9, 12.458, 11.904,  0.150,  69656.8,  1,  21.3,   1.0, 0.097
2025-10-09 09:14:31,        0,  33.9,  14.6,  25.9, 14.405, 14.052,  0.203,  83662.9,  1,  21.3,   1.0, 0.090
2025-10-09 09:14:32,        0,  34.2,  15.6,  25.8, 17.470, 17.448,  0.305, 100417.9,  1,  21.2,   1.0, 0.096
2025-10-09 09:14:33,        0,  34.8,  17.5,  25.8, 18.503, 18.588,  0.346, 117457.9,  1,  21.2,   1.0, 0.098
2025-10-09 09:14:34,        0,  35.8,  20.3,  25.8, 18.551, 18.639,  0.347, 135142.7,  1,  21.2,   1.0, 0.099
2025-10-09 09:14:35,        0,  35.6,  19.9,  25.8, 21.301, 21.697,  0.463, 160812.4,  1,  21.2,   1.0, 0.099
2025-10-09 09:14:36,        0,  36.2,  21.5,  25.8, 21.101, 21.470,  0.453, 182603.9,  1,  21.3,   1.0, 0.100
2025-10-09 09:14:37,        0,  35.8,  20.3,  25.8, 22.655, 23.199,  0.526, 204241.6,  1,  21.2,   1.0, 0.100
2025-10-09 09:14:38,        0,  35.1,  18.2,  25.8, 22.593, 23.133,  0.525, 226881.1,  1,  21.2,   0.9, 0.100
2025-10-09 09:14:39,        0,  36.6,  22.8,  25.8, 25.335, 26.195,  0.672, 256284.2,  1,  21.2,   1.0, 0.100
2025-10-09 09:14:40,        0,  36.6,  22.9,  25.8, 25.953, 26.906,  0.701, 281854.5,  1,  21.3,   0.9, 0.100
2025-10-09 09:14:41,        0,  34.6,  16.8,  25.8, 26.497, 27.543,  0.746, 308723.6,  1,  21.2,   0.9, 0.100
2025-10-09 09:14:42,        0,  38.3,  28.0,  25.8, 25.149, 26.032,  0.674, 334969.7,  1,  21.2,   0.9, 0.100
2025-10-09 09:14:43,        0,  35.1,  18.2,  25.8, 24.093, 24.853,  0.606, 365658.2,  1,  21.3,   0.9, 0.100
2025-10-09 09:14:44,        0,  38.4,  28.3,  25.8, 27.025, 28.161,  0.761, 390730.2,  1,  21.2,   0.9, 0.100
2025-10-09 09:14:45,        0,  37.8,  26.5,  25.8, 28.077, 29.376,  0.827, 419700.0,  1,  21.2,   0.9, 0.100
2025-10-09 09:14:46,        0,  38.4,  28.3,  25.9, 22.860, 23.502,  0.549, 444446.5,  1,  21.3,   1.0, 0.120
2025-10-09 09:14:47,        0,  37.8,  26.3,  25.9, 28.086, 29.416,  0.834, 478367.1,  1,  21.2,   0.9, 0.106
2025-10-09 09:14:48,        0,  38.2,  27.5,  25.8, 30.078, 31.682,  0.954, 507853.0,  1,  21.2,   0.9, 0.103
2025-10-09 09:14:49,        0,  37.2,  24.7,  25.8, 26.038, 27.121,  0.707, 536060.7,  1,  21.3,   0.9, 0.101
2025-10-09 09:14:50,        0,  35.8,  20.5,  25.9, 24.317, 25.162,  0.617, 560272.2,  1,  21.2,   0.9, 0.100
2025-10-09 09:14:51,        0,  34.3,  15.8,  25.8, 23.103, 23.797,  0.552, 588819.7,  1,  21.2,   0.9, 0.100
2025-10-09 09:14:52,        0,  36.2,  21.6,  25.8, 19.526, 19.726,  0.395, 608154.5,  1,  21.3,   0.9, 0.100
2025-10-09 09:14:53,        0,  35.6,  19.7,  25.8, 24.677, 25.545,  0.631, 631545.4,  1,  21.3,   0.9, 0.100
2025-10-09 09:14:54,        0,  36.3,  22.0,  25.8, 25.407, 26.330,  0.672, 655574.3,  1,  21.2,   0.9, 0.100
2025-10-09 09:14:55,        0,  34.3,  15.8,  25.8, 21.084, 21.404,  0.454, 681924.3,  1,  21.2,   1.0, 0.100
2025-10-09 09:14:56,        0,  34.6,  16.7,  25.8, 23.074, 23.639,  0.553, 702505.6,  1,  21.2,   1.0, 0.100
2025-10-09 09:14:57,        0,  35.6,  19.9,  25.8, 25.616, 26.486,  0.682, 726138.8,  1,  21.3,   0.9, 0.100
2025-10-09 09:14:58,        0,  36.7,  23.0,  25.8, 26.662, 27.693,  0.743, 752129.8,  1,  21.3,   0.9, 0.100
2025-10-09 09:14:59,        0,  36.2,  21.5,  25.8, 28.425, 29.709,  0.845, 784340.6,  1,  21.2,   0.9, 0.100
2025-10-09 09:15:00,        0,  37.3,  24.9,  25.8, 26.830, 27.906,  0.752, 810602.8,  1,  21.3,   0.9, 0.100
2025-10-09 09:15:01,        0,  35.0,  17.9,  25.8, 24.656, 25.437,  0.631, 835552.3,  1,  21.2,   0.9, 0.100
