Time, Cnts,  %T, set_Cell[mA], Cell[°C], Cell[Volt], Cell[mA], Cell[W], Cell[uAs], Cell_ON, Env[°C], TEC[°C], N2Flow[slpm]
2025-10-16 10:03:04,        0,  29.8,   2.4,  25.3,  0.176, -0.002,  0.000,     -2.0,  1,  21.7,   1.1, 0.098
2025-10-16 10:03:05,        0,  29.8,   2.5,  25.3,  0.175, -0.002,  0.000,     -4.3,  1,  21.7,   1.0, 0.098
2025-10-16 10:03:05,        0,  29.8,   2.5,  25.3,  0.175, -0.003,  0.000,     -6.9,  1,  21.7,   1.0, 0.098
2025-10-16 10:03:07,        0,  29.8,   2.5,  25.3,  4.519,  3.358,  0.019,   1911.7,  1,  21.7,   1.0, 0.095
2025-10-16 10:03:08,        0,  29.9,   2.6,  25.3,  2.089,  0.635,  0.002,   3263.6,  1,  21.7,   1.0, 0.092
2025-10-16 10:03:09,        0,  29.7,   2.2,  25.3,  1.183,  0.023,  0.000,   3283.9,  1,  21.7,   1.0, 0.090
2025-10-16 10:03:09,        0,  29.7,   2.0,  25.3,  0.998, -0.002,  0.000,   3283.0,  1,  21.7,   1.1, 0.088
2025-10-16 10:03:11,        0,  29.7,   2.2,  25.3,  0.919, -0.007,  0.000,   3275.9,  1,  21.7,   1.1, 0.085
2025-10-16 10:03:12,        0,  29.7,   2.0,  25.4,  0.881, -0.007,  0.000,   3268.7,  1,  21.7,   1.1, 0.084
2025-10-16 10:03:13,        0,  29.7,   2.2,  25.3,  0.847, -0.007,  0.000,   3261.6,  1,  21.7,   1.1, 0.082
2025-10-16 10:03:13,        0,  29.7,   2.0,  25.3,  0.818, -0.008,  0.000,   3253.8,  1,  21.7,   1.1, 0.081
2025-10-16 10:03:15,        0,  29.7,   2.0,  25.3,  0.779, -0.008,  0.000,   3244.7,  1,  21.7,   1.1, 0.080
2025-10-16 10:03:16,        0,  29.7,   2.0,  25.4,  0.745, -0.008,  0.000,   3237.0,  1,  21.7,   1.1, 0.079
2025-10-16 10:03:17,        0,  29.6,   1.9,  25.3,  0.724, -0.008,  0.000,   3229.8,  1,  21.7,   1.1, 0.078
