Time, Cnts,  %T, set_Cell[mA], Cell[°C], Cell[Volt], Cell[mA], Cell[W], Cell[uAs], Cell_ON, Env[°C], TEC[°C], N2Flow[slpm]
2025-10-06 14:36:17,        0,  29.7,   2.2,  25.7,  0.444, -0.005,  0.000,     -4.3,  1,  21.5,   1.1, 0.100
2025-10-06 14:36:18,        0,  29.7,   2.2,  25.6,  0.432, -0.005,  0.000,    -10.6,  1,  21.4,   1.0, 0.100
2025-10-06 14:36:19,        0,  29.7,   2.2,  25.7,  0.425, -0.005,  0.000,    -15.7,  1,  21.5,   1.1, 0.100
2025-10-06 14:36:20,        0,  29.8,   2.4,  25.7,  0.418, -0.005,  0.000,    -20.6,  1,  21.5,   1.1, 0.100
2025-10-06 14:36:21,        0,  29.8,   2.4,  25.7,  0.407, -0.005,  0.000,    -25.5,  1,  21.5,   1.0, 0.099
2025-10-06 14:36:22,        0,  29.8,   2.4,  25.7,  0.397, -0.005,  0.000,    -31.2,  1,  21.5,   1.0, 0.099
2025-10-06 14:36:23,        0,  29.8,   2.4,  25.7,  0.390, -0.005,  0.000,    -35.8,  1,  21.5,   1.1, 0.099
2025-10-06 14:36:24,        0,  29.8,   2.4,  25.7,  0.384, -0.005,  0.000,    -40.6,  1,  21.5,   1.0, 0.100
2025-10-06 14:36:25,        0,  29.8,   2.4,  25.7,  0.377, -0.005,  0.000,    -45.2,  1,  21.5,   1.0, 0.100
2025-10-06 14:36:26,        0,  29.7,   2.2,  25.7,  0.368, -0.005,  0.000,    -49.5,  1,  21.5,   1.0, 0.100
2025-10-06 14:36:27,        0,  29.8,   2.4,  25.7,  0.359, -0.004,  0.000,    -54.6,  1,  21.5,   1.0, 0.100
2025-10-06 14:36:28,        0,  29.7,   2.2,  25.7,  0.353, -0.005,  0.000,    -58.9,  1,  21.5,   1.0, 0.100
2025-10-06 14:36:29,        0,  29.8,   2.4,  25.7,  0.348, -0.005,  0.000,    -63.2,  1,  21.5,   1.0, 0.100
2025-10-06 14:36:30,        0,  29.8,   2.4,  25.7,  0.342, -0.004,  0.000,    -66.9,  1,  21.5,   1.0, 0.100
2025-10-06 14:36:31,        0,  29.9,   2.8,  25.7,  0.334, -0.004,  0.000,    -71.8,  1,  21.5,   1.0, 0.100
2025-10-06 14:36:32,        0,  30.1,   3.3,  25.7,  5.029,  4.438,  0.022,   3615.8,  1,  21.5,   1.0, 0.100
2025-10-06 14:36:33,        0,  30.4,   4.1,  25.7,  5.036,  4.445,  0.022,   7966.8,  1,  21.5,   1.0, 0.100
2025-10-06 14:36:34,        0,  29.5,   1.4,  25.7,  5.170,  4.617,  0.024,  12680.6,  1,  21.4,   1.0, 0.100
2025-10-06 14:36:35,        0,  31.0,   5.9,  25.7,  6.665,  6.520,  0.044,  18838.7,  1,  21.5,   1.0, 0.100
2025-10-06 14:36:36,        0,  31.2,   6.6,  25.7,  8.126,  8.386,  0.070,  26818.4,  1,  21.5,   1.0, 0.100
2025-10-06 14:36:37,        0,  32.1,   9.3,  25.7,  8.702,  9.119,  0.080,  35423.5,  1,  21.5,   1.0, 0.100
2025-10-06 14:36:38,        0,  35.2,  18.5,  25.7, 11.118, 12.217,  0.137,  50013.0,  1,  21.5,   1.0, 0.100
