Time, Cnts,  %T, set_Cell[mA], Cell[°C], Cell[Volt], Cell[mA], Cell[W], Cell[uAs], Cell_ON, Env[°C], TEC[°C], N2Flow[slpm]
2025-09-30 13:41:39,        0,  29.5,   1.6,  25.5,  0.392, -0.006,  0.000,     -6.0,  1,  21.6,   1.3, 0.100
2025-09-30 13:41:40,        0,  29.5,   1.6,  25.5,  0.390, -0.006,  0.000,    -13.2,  1,  21.6,   1.2, 0.100
2025-09-30 13:41:41,        0,  29.5,   1.5,  25.5,  0.389, -0.006,  0.000,    -18.6,  1,  21.6,   1.2, 0.100
2025-09-30 13:41:42,        0,  29.6,   1.8,  25.6,  0.388, -0.006,  0.000,    -24.0,  1,  21.7,   1.3, 0.100
2025-09-30 13:41:43,        0,  29.5,   1.6,  25.6,  0.387, -0.005,  0.000,    -29.5,  1,  21.6,   1.2, 0.100
2025-09-30 13:41:44,        0,  29.5,   1.6,  25.6,  0.387, -0.005,  0.000,    -36.0,  1,  21.6,   1.3, 0.100
2025-09-30 13:41:45,        0,  29.5,   1.6,  25.6,  0.386, -0.006,  0.000,    -41.8,  1,  21.6,   1.2, 0.100
2025-09-30 13:41:46,        0,  29.5,   1.6,  25.6,  0.385, -0.005,  0.000,    -47.2,  1,  21.6,   1.3, 0.100
2025-09-30 13:41:47,        0,  29.5,   1.6,  25.5,  0.384, -0.006,  0.000,    -52.9,  1,  21.6,   1.2, 0.100
2025-09-30 13:41:48,        0,  29.5,   1.6,  25.5,  0.383, -0.006,  0.000,    -59.8,  1,  21.7,   1.2, 0.100
2025-09-30 13:41:49,        0,  29.5,   1.6,  25.6,  0.383, -0.000,  0.000,    -65.2,  1,  21.6,   1.3, 0.100
2025-09-30 13:41:50,        0,  29.5,   1.6,  25.6,  0.381, -0.005,  0.000,    -70.4,  1,  21.6,   1.2, 0.100
2025-09-30 13:41:51,        0,  29.6,   1.8,  25.6,  0.380, -0.006,  0.000,    -75.8,  1,  21.6,   1.2, 0.100
2025-09-30 13:41:52,        0,  29.6,   1.8,  25.6,  0.379, -0.006,  0.000,    -82.1,  1,  21.7,   1.2, 0.100
2025-09-30 13:41:53,        0,  29.8,   2.3,  25.6,  0.379, -0.005,  0.000,    -87.5,  1,  21.6,   1.3, 0.100
2025-09-30 13:41:54,        0,  29.9,   2.8,  25.5,  2.907,  2.540,  0.013,   1940.6,  1,  21.6,   1.3, 0.100
